Group Number,Group Unit,Group Skills,Group Preferences,Project Number,Project Units,Project Skills,Project Preferences,Allocated
1,11522,research c kotlin opensource concepts genetic algorithms electrical engineering sql server c++,50 1 9,65,10004 9786,business analytics  c python robotics hardware engineering python,20 49 43,0
1,11522,research c kotlin opensource concepts genetic algorithms electrical engineering sql server c++,50 1 9,66,10005 10004,perl ui design html c++ project management  writing,44 43 45,0
1,11522,research c kotlin opensource concepts genetic algorithms electrical engineering sql server c++,50 1 9,67,10005 10005,asp.net data visualization rest swift c++ mobile app development,25 44 30,0
1,11522,research c kotlin opensource concepts genetic algorithms electrical engineering sql server c++,50 1 9,68,11522 10005,machine learning electrical engineering community engagement  database design 3d printing project management ,6 30 25,0
1,11522,research c kotlin opensource concepts genetic algorithms electrical engineering sql server c++,50 1 9,69,9786 10098,linear algebra cam electrical engineering 3d printing electrical engineering analysis,34 17 3,0
1,11522,research c kotlin opensource concepts genetic algorithms electrical engineering sql server c++,50 1 9,70,11522 10005,r opensource concepts kotlin ui design robotics python,41 0 29,0
1,11522,research c kotlin opensource concepts genetic algorithms electrical engineering sql server c++,50 1 9,71,10004 10005,web development opensource concepts database administration c++ mongodb application development ,42 43 17,0
1,11522,research c kotlin opensource concepts genetic algorithms electrical engineering sql server c++,50 1 9,72,11522 10005,neural networks genetic algorithms mongodb software development software development qualitative research skills,10 10 24,0
1,11522,research c kotlin opensource concepts genetic algorithms electrical engineering sql server c++,50 1 9,73,9785 10098,opensource concepts asp.net xml 3d printing scripting node.js,0 6 31,0
1,11522,research c kotlin opensource concepts genetic algorithms electrical engineering sql server c++,50 1 9,74,10005 10004,community engagement  business analytics  web development kotlin cloud computing solutions  database design,11 28 37,0
1,11522,research c kotlin opensource concepts genetic algorithms electrical engineering sql server c++,50 1 9,75,10098 10098,linux qualitative research skills r c saas electrical engineering,10 16 28,0
1,11522,research c kotlin opensource concepts genetic algorithms electrical engineering sql server c++,50 1 9,76,11522 9785,sql server node.js rest web development ejs ejs,11 50 12,0
1,11522,research c kotlin opensource concepts genetic algorithms electrical engineering sql server c++,50 1 9,77,9785 9786,business analytics  angular neural networks scripting node.js 3d printing,24 27 15,0
1,11522,research c kotlin opensource concepts genetic algorithms electrical engineering sql server c++,50 1 9,78,10004 10005,xml mongodb express analysis mobile app development linear algebra,43 41 28,0
1,11522,research c kotlin opensource concepts genetic algorithms electrical engineering sql server c++,50 1 9,79,9785 11522,javascript xml ejs xml electrical engineering research,34 9 20,0
1,11522,research c kotlin opensource concepts genetic algorithms electrical engineering sql server c++,50 1 9,80,10005 10005,3d printing kotlin scripting cad 3d printing agile development,5 19 0,0
1,11522,research c kotlin opensource concepts genetic algorithms electrical engineering sql server c++,50 1 9,81,10005 10005,community engagement  linear algebra c# writing python agile development,18 34 42,0
1,11522,research c kotlin opensource concepts genetic algorithms electrical engineering sql server c++,50 1 9,82,10004 11522,cloud computing solutions  javascript angular linux agile development sql server,0 29 3,0
1,11522,research c kotlin opensource concepts genetic algorithms electrical engineering sql server c++,50 1 9,83,10004 10005,business analytics  mongodb linux asp.net c android studio,2 26 25,0
1,11522,research c kotlin opensource concepts genetic algorithms electrical engineering sql server c++,50 1 9,84,9785 9786,cam angular javascript ejs qualitative research skills css,21 6 15,0
1,11522,research c kotlin opensource concepts genetic algorithms electrical engineering sql server c++,50 1 9,85,10098 9786,software development xml database administration statistical analysis neural networks linear algebra,25 49 39,0
1,11522,research c kotlin opensource concepts genetic algorithms electrical engineering sql server c++,50 1 9,86,11522 10005,android studio mongodb hardware engineering ejs xml 3d printing,18 40 43,0
1,11522,research c kotlin opensource concepts genetic algorithms electrical engineering sql server c++,50 1 9,87,10005 11522,business analytics  xml web development perl android studio scripting,8 39 22,0
1,11522,research c kotlin opensource concepts genetic algorithms electrical engineering sql server c++,50 1 9,88,11522 10098,neural networks sdn research genetic algorithms matlab c#,29 38 34,0
1,11522,research c kotlin opensource concepts genetic algorithms electrical engineering sql server c++,50 1 9,89,10098 9786,ui design statistical analysis rest database design kotlin electrical engineering,49 0 7,0
1,11522,research c kotlin opensource concepts genetic algorithms electrical engineering sql server c++,50 1 9,90,10004 10004,linux vue.js scripting agile development kotlin machine learning,20 17 9,0
1,11522,research c kotlin opensource concepts genetic algorithms electrical engineering sql server c++,50 1 9,91,10098 10098,machine learning kotlin github rest cad swift,16 6 2,0
